coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified,weekday,user_created_at_converted,text_without_stopwords
,Tue Jun 01 14:24:30 +0000 2021,Warszawa,,,54,1399733597129617408,,,,pl,,,,14,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Premier @MorawieckiM w #Warszawa: Dziękuje Panu Prezydentowi i wszystkim tym, którzy przyczynili się do zmiany ustawowej, która umożliwia szersze zaangażowanie się w sprawy społeczne młodzieży.",https://twitter.com/pisorgpl/status/1399733597129617408,Sat Aug 16 23:26:19 +0000 2008,15877628,False,Oficjalny profil Prawa i Sprawiedliwości 🇵🇱,1340,334249,782,769,Poland,Prawo i Sprawiedliwość,pisorgpl,86303,,http://www.pis.org.pl/polityka-prywatnosci,True,Tuesday,Sat 08 16 23:26:19 +0000 2008,"Premier @MorawieckiM # Warszawa : Dziękuje Panu Prezydentowi , przyczynili zmiany ustawowej , umożliwia szersze zaangażowanie sprawy społeczne młodzieży ."
,Tue Jun 01 14:43:43 +0000 2021,Warszawa,,,0,1399738434869248007,,,,pl,,,,11,1.3997358691085394e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Premier @MorawieckiM w #Warszawa: Pierwsze ukonstytuowane sejmiki młodzieżowe wojewódzkie bardzo chętnie będę gościł - chciałbym przedyskutować problemy młodych ludzi. Wasze doświadczenie jest bardzo ważne.,https://twitter.com/a_milczanowska/status/1399738434869248007,Thu Mar 24 17:03:00 +0000 2016,713048482622341120,False,"Żona, Mama, Babcia, Poseł na Sejm RP, Prawo i Sprawiedliwość",86322,6047,1302,37,"Radomsko, Polska",Anna Milczanowska 🇵🇱,a_milczanowska,72100,,,True,Tuesday,Thu 03 24 17:03:00 +0000 2016,Premier @MorawieckiM # Warszawa : Pierwsze ukonstytuowane sejmiki młodzieżowe wojewódzkie chętnie gościł - chciałbym przedyskutować problemy młodych ludzi . doświadczenie ważne .
,Tue Jun 01 14:29:54 +0000 2021,Warszawa,,,27,1399734959984762882,,,,pl,,,,9,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Premier @MorawieckiM w #Warszawa: Doświadczenie przychodzi wraz z wiekiem i jest ważne, ale równie ważna jest świeżość spojrzenia i odwaga myślenia w różnych kwestiach. Dziękuję Wam za Wasze zaangażowanie w przyszłości.",https://twitter.com/pisorgpl/status/1399734959984762882,Sat Aug 16 23:26:19 +0000 2008,15877628,False,Oficjalny profil Prawa i Sprawiedliwości 🇵🇱,1340,334249,782,769,Poland,Prawo i Sprawiedliwość,pisorgpl,86303,,http://www.pis.org.pl/polityka-prywatnosci,True,Tuesday,Sat 08 16 23:26:19 +0000 2008,"Premier @MorawieckiM # Warszawa : Doświadczenie przychodzi wraz wiekiem ważne , równie ważna świeżość spojrzenia odwaga myślenia różnych kwestiach . Dziękuję zaangażowanie przyszłości ."
,Tue Jun 01 14:33:01 +0000 2021,Warszawa,,,0,1399735742922960896,,,,pl,,,,11,1.399735203820716e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Premier @MorawieckiM w #Warszawa: To od Was i od Waszej odwagi myślenia, ale także i od odwagi działania zależy przyszłość Polski, i to, jak Polska będzie wielka, szczęśliwa i dostatnia.",https://twitter.com/a_milczanowska/status/1399735742922960896,Thu Mar 24 17:03:00 +0000 2016,713048482622341120,False,"Żona, Mama, Babcia, Poseł na Sejm RP, Prawo i Sprawiedliwość",86322,6047,1302,37,"Radomsko, Polska",Anna Milczanowska 🇵🇱,a_milczanowska,72100,,,True,Tuesday,Thu 03 24 17:03:00 +0000 2016,"Premier @MorawieckiM # Warszawa : Waszej odwagi myślenia , odwagi działania zależy przyszłość Polski , , Polska wielka , szczęśliwa dostatnia ."
,Tue Jun 01 14:32:47 +0000 2021,Warszawa,,,0,1399735684328562691,,,,pl,,,,14,1.3997335971296174e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Premier @MorawieckiM w #Warszawa: Dziękuje Panu Prezydentowi i wszystkim tym, którzy przyczynili się do zmiany ustawowej, która umożliwia szersze zaangażowanie się w sprawy społeczne młodzieży.",https://twitter.com/a_milczanowska/status/1399735684328562691,Thu Mar 24 17:03:00 +0000 2016,713048482622341120,False,"Żona, Mama, Babcia, Poseł na Sejm RP, Prawo i Sprawiedliwość",86322,6047,1302,37,"Radomsko, Polska",Anna Milczanowska 🇵🇱,a_milczanowska,72100,,,True,Tuesday,Thu 03 24 17:03:00 +0000 2016,"Premier @MorawieckiM # Warszawa : Dziękuje Panu Prezydentowi , przyczynili zmiany ustawowej , umożliwia szersze zaangażowanie sprawy społeczne młodzieży ."
,Tue Jun 01 14:32:54 +0000 2021,Warszawa,,,0,1399735713944440832,,,,pl,,,,9,1.399734959984763e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Premier @MorawieckiM w #Warszawa: Doświadczenie przychodzi wraz z wiekiem i jest ważne, ale równie ważna jest świeżość spojrzenia i odwaga myślenia w różnych kwestiach. Dziękuję Wam za Wasze zaangażowanie w przyszłości.",https://twitter.com/a_milczanowska/status/1399735713944440832,Thu Mar 24 17:03:00 +0000 2016,713048482622341120,False,"Żona, Mama, Babcia, Poseł na Sejm RP, Prawo i Sprawiedliwość",86322,6047,1302,37,"Radomsko, Polska",Anna Milczanowska 🇵🇱,a_milczanowska,72100,,,True,Tuesday,Thu 03 24 17:03:00 +0000 2016,"Premier @MorawieckiM # Warszawa : Doświadczenie przychodzi wraz wiekiem ważne , równie ważna świeżość spojrzenia odwaga myślenia różnych kwestiach . Dziękuję zaangażowanie przyszłości ."
,Tue Jun 01 14:30:53 +0000 2021,Warszawa,,,58,1399735203820716033,,,,pl,,,,11,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Premier @MorawieckiM w #Warszawa: To od Was i od Waszej odwagi myślenia, ale także i od odwagi działania zależy przyszłość Polski, i to, jak Polska będzie wielka, szczęśliwa i dostatnia.",https://twitter.com/pisorgpl/status/1399735203820716033,Sat Aug 16 23:26:19 +0000 2008,15877628,False,Oficjalny profil Prawa i Sprawiedliwości 🇵🇱,1340,334249,782,769,Poland,Prawo i Sprawiedliwość,pisorgpl,86303,,http://www.pis.org.pl/polityka-prywatnosci,True,Tuesday,Sat 08 16 23:26:19 +0000 2008,"Premier @MorawieckiM # Warszawa : Waszej odwagi myślenia , odwagi działania zależy przyszłość Polski , , Polska wielka , szczęśliwa dostatnia ."
,Tue Jun 01 14:33:31 +0000 2021,Warszawa,,,39,1399735869108539393,,,,pl,,,,11,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Premier @MorawieckiM w #Warszawa: Pierwsze ukonstytuowane sejmiki młodzieżowe wojewódzkie bardzo chętnie będę gościł - chciałbym przedyskutować problemy młodych ludzi. Wasze doświadczenie jest bardzo ważne.,https://twitter.com/pisorgpl/status/1399735869108539393,Sat Aug 16 23:26:19 +0000 2008,15877628,False,Oficjalny profil Prawa i Sprawiedliwości 🇵🇱,1340,334249,782,769,Poland,Prawo i Sprawiedliwość,pisorgpl,86303,,http://www.pis.org.pl/polityka-prywatnosci,True,Tuesday,Sat 08 16 23:26:19 +0000 2008,Premier @MorawieckiM # Warszawa : Pierwsze ukonstytuowane sejmiki młodzieżowe wojewódzkie chętnie gościł - chciałbym przedyskutować problemy młodych ludzi . doświadczenie ważne .
,Tue Jun 01 15:13:29 +0000 2021,,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-kladka-na-warszawie-glownej-kolejarze-zrezygnowali-z-ramp-zostawili-tylko-windy-5109918,2,1399745926294552578,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Działacze ze stowarzyszenia Ochocianie Sąsiedzi zauważyli jednak, że kładka nie wygląda tak, jak zapowiadali kolejarze trzy lata temu.

https://t.co/67cdxhJuo2",https://twitter.com/tvnwarszawa/status/1399745926294552578,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"Działacze stowarzyszenia Ochocianie Sąsiedzi zauważyli , kładka wygląda , zapowiadali kolejarze trzy lata . 

 https://t.co/67cdxhJuo2"
,Tue Jun 01 15:53:03 +0000 2021,,,https://tvn24.pl/tvnwarszawa/wola/warszawa-powstaniec-okradziony-z-oszczednosci-w-swoim-mieszkaniu-policja-szuka-sprawcy-5110197,11,1399755885006688258,,,,pl,,False,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Zbiórka okazała się ogromnym sukcesem. W ciągu czterech dni udało się zebrać blisko 85 tysięcy złotych. To blisko cztery razy więcej niż opiewa kwota podana docelowo przez organizatorów https://t.co/hfAwqVEHSE,https://twitter.com/tomaszewskim/status/1399755885006688258,Thu Jun 04 21:37:51 +0000 2009,44731913,False,"Szef sekcji serwisów zagranicznych portali @tvn24 @TVN24BiS, autor 'Podcastu o zagranicy' w TVN24 GO. Tylko rozsądne opinie. Tsundoku",17361,2836,455,78,Poland,Maciej Tomaszewski,tomaszewskim,105830,,"https://tvn24.pl/go/Podcast-o-zagranicy,t",True,Tuesday,Thu 06 04 21:37:51 +0000 2009,Zbiórka okazała ogromnym sukcesem . ciągu czterech dni udało zebrać blisko 85 tysięcy złotych . blisko cztery razy opiewa kwota podana docelowo organizatorów https://t.co/hfAwqVEHSE
,Tue Jun 01 15:43:27 +0000 2021,,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-maluja-zolte-piktogramy-przy-przejsciach-akcja-uwaga-tramwaj-ma-pierwszenstwo-5110155,9,1399753465677680642,,,,pl,,False,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Nowe zasady nie dotyczą przejść przez torowiska.

https://t.co/MqjiaYJTSr",https://twitter.com/tvnwarszawa/status/1399753465677680642,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"Nowe zasady dotyczą przejść torowiska . 

 https://t.co/MqjiaYJTSr"
,Tue Jun 01 16:12:19 +0000 2021,,,https://tvn24.pl/tvnwarszawa/wola/warszawa-powstaniec-okradziony-z-oszczednosci-w-swoim-mieszkaniu-policja-szuka-sprawcy-5110197,11,1399760730719756291,,,,pl,,False,,2,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Sprawcy szuka policja.

https://t.co/J5YwjOPMTy",https://twitter.com/tvnwarszawa/status/1399760730719756291,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"Sprawcy szuka policja . 

 https://t.co/J5YwjOPMTy"
,Tue Jun 01 17:00:13 +0000 2021,,,https://tvn24.pl/tvnwarszawa/wola/warszawa-powstaniec-okradziony-z-oszczednosci-w-swoim-mieszkaniu-policja-szuka-sprawcy-5110197,0,1399772787363958784,,,,pl,,False,,2,1.3997607307197563e+18,tvnwarszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Sprawcy szuka policja.

https://t.co/J5YwjOPMTy",https://twitter.com/tvn24/status/1399772787363958784,Wed Apr 23 13:12:25 +0000 2008,14493047,False,Najnowsze informacje z Polski i ze świata.,56,1911494,71,2131,Poland,tvn24,tvn24,370154,,http://www.tvn24.pl,True,Tuesday,Wed 04 23 13:12:25 +0000 2008,"Sprawcy szuka policja . 

 https://t.co/J5YwjOPMTy"
,Tue Jun 01 16:22:02 +0000 2021,UTRUDNIENIA,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-powazkowska-zderzenie-dwoch-aut-przed-wiaduktem-s8-5110277,1,1399763176430964739,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#UTRUDNIENIA | Przed węzłem z trasą S8 zderzyły się dwa samochody osobowe.

https://t.co/ym8h5AyPj7",https://twitter.com/tvnwarszawa/status/1399763176430964739,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"# UTRUDNIENIA | węzłem trasą S8 zderzyły samochody osobowe . 

 https://t.co/ym8h5AyPj7"
,Tue Jun 01 16:23:15 +0000 2021,,https://twitter.com/LegiaWarszawa/status/1399763484284538884/photo/1,https://share.legia.com/7gfS,296,1399763484284538884,,,,pl,,False,,7,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paweł Wszołek odchodzi z Legii Warszawa. Dziękujemy i życzymy powodzenia.

➡️ https://t.co/kntd8XDyQA https://t.co/zoINR8zCX6",https://twitter.com/LegiaWarszawa/status/1399763484284538884,Wed Jul 08 19:52:06 +0000 2009,55007258,False,"Oficjalne konto najlepszego klubu piłkarskiego w Polsce. 

🇬🇧 @LegiaWarsawEN",20180,342830,270,467,Polska - Warszawa,Legia Warszawa 👑,LegiaWarszawa,69259,,http://www.legia.com,True,Tuesday,Wed 07 08 19:52:06 +0000 2009,"Paweł Wszołek odchodzi Legii Warszawa . Dziękujemy życzymy powodzenia . 

 ➡ ️ https://t.co/kntd8XDyQA https://t.co/zoINR8zCX6"
,Tue Jun 01 16:47:05 +0000 2021,,,https://legia.net/news/mistrzowie-opuscili-legie-dziekujemy-za-wszystko/81372,14,1399769482944462848,,,,pl,,False,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Siedmiu zawodników (nie licząc graczy wypożyczonych) zakończyło współpracę z pierwszym zespołem Legii Warszawa. Ich umowy nie zostały przedłużone. Zapraszamy na podsumowanie występów tych piłkarzy w barwach stołecznego klubu.

https://t.co/RFGwh2bIQ0",https://twitter.com/LegiaNet/status/1399769482944462848,Fri Oct 28 07:09:16 +0000 2011,399912837,False,"https://t.co/R0PsqvTnZo - Serwis informacyjny o Legii Warszawa! Relacje, wywiady, artykuły, komentarze, zdjęcia, materiały wideo i wiele innych!",5378,40727,91,101,Warszawa,Legia.Net,LegiaNet,40689,,http://www.legia.net,True,Tuesday,Fri 10 28 07:09:16 +0000 2011,"Siedmiu zawodników ( licząc graczy wypożyczonych ) zakończyło współpracę pierwszym zespołem Legii Warszawa . umowy zostały przedłużone . Zapraszamy podsumowanie występów piłkarzy barwach stołecznego klubu . 

 https://t.co/RFGwh2bIQ0"
,Tue Jun 01 16:52:18 +0000 2021,AKTUALIZACJA,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-powazkowska-zderzenie-dwoch-aut-przed-wiaduktem-s8-5110277,2,1399770793383505929,,,,pl,,False,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#AKTUALIZACJA | Na miejscu są dwie karetki pogotowia i policja oraz pomoc drogowa.

https://t.co/ym8h5AyPj7",https://twitter.com/tvnwarszawa/status/1399770793383505929,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"# AKTUALIZACJA | miejscu karetki pogotowia policja pomoc drogowa . 

 https://t.co/ym8h5AyPj7"
,Tue Jun 01 17:27:52 +0000 2021,Warszawa Rodzina,,,4,1399779745332711426,,,,pl,,,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wiceminister @barbarasocha w @tvp_info: już 20 czerwca o godz. 11 serdecznie zapraszamy wszystkich ojców z dziećmi na grę miejską, która odbędzie się w #Warszawa. #Rodzina",https://twitter.com/MRiPS_GOV_PL/status/1399779745332711426,Wed Nov 21 09:47:41 +0000 2012,962094450,False,Oficjalny profil Ministerstwa Rodziny i Polityki Społecznej. ➡Facebook: https://t.co/cYXDwYQ7oK ➡Youtube: https://t.co/z0a5upjjsN ➡Instagram: https://t.co/qdYbY5HvO4,11861,49528,969,230,Warszawa,Ministerstwo Rodziny i Polityki Społecznej,MRiPS_GOV_PL,46394,,http://gov.pl/rodzina,True,Tuesday,Wed 11 21 09:47:41 +0000 2012,"Wiceminister @barbarasocha @tvp_info : 20 czerwca . 11 serdecznie zapraszamy ojców dziećmi grę miejską , odbędzie # Warszawa . # Rodzina"
,Tue Jun 01 17:18:03 +0000 2021,Warszawa,,,0,1399777273016950785,,,,pl,,,,14,1.3997335971296174e+18,pisorgpl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Premier @MorawieckiM w #Warszawa: Dziękuje Panu Prezydentowi i wszystkim tym, którzy przyczynili się do zmiany ustawowej, która umożliwia szersze zaangażowanie się w sprawy społeczne młodzieży.",https://twitter.com/mazurek_piotr/status/1399777273016950785,Wed Sep 26 20:59:34 +0000 2012,848109576,False,"Sekretarz Stanu w KPRM, Pełnomocnik Rządu ds. Polityki Młodzieżowej, Wiceprzewodniczący Komitetu ds. Pożytku Publicznego, radny Warszawy, społecznik, politolog.",17263,4152,1920,35,"Warszawa, Polska",Piotr Mazurek,mazurek_piotr,5443,,http://piotrmazurek.pl,True,Tuesday,Wed 09 26 20:59:34 +0000 2012,"Premier @MorawieckiM # Warszawa : Dziękuje Panu Prezydentowi , przyczynili zmiany ustawowej , umożliwia szersze zaangażowanie sprawy społeczne młodzieży ."
,Tue Jun 01 17:45:22 +0000 2021,,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-antyterrorysci-przed-szpitalem-dzieciecym-zatanczyli-do-przeboju-majki-jezowskiej-5110273,6,1399784147024072713,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Z okazji Dnia Dziecka policjanci z Centralnego Pododdziału Kontrterrorystycznego Policji ""Boa"" odwiedzili warszawski Dziecięcy Szpital Kliniczny im. Polikarpa Brudzińskiego.

https://t.co/OhpzkdPW3k",https://twitter.com/tvnwarszawa/status/1399784147024072713,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"okazji Dnia Dziecka policjanci Centralnego Pododdziału Kontrterrorystycznego Policji "" Boa "" odwiedzili warszawski Dziecięcy Szpital Kliniczny . Polikarpa Brudzińskiego . 

 https://t.co/OhpzkdPW3k"
,Tue Jun 01 19:25:10 +0000 2021,,https://twitter.com/trzaskowski_/status/1399809265272037377/photo/1,,538,1399809265272037377,trzaskowski_,1.399809234515239e+18,370112160.0,pl,,False,,75,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@warszawa też zbiera podpisy, w środę: 
- przy Metrze Politechnika i w Wawrze przy K&amp;M Patriotów (16.30-18)
- przy kinie Silver Screen, ul. Puławska (17-18) 
- przy K&amp;M os. Zielona w Wesołej, przy K&amp;M w St. Miłosnej i na Białołęce skrzyżowanie Ćmielowskiej i Światowida (17-19) https://t.co/Wp9mKaMc2T",https://twitter.com/trzaskowski_/status/1399809265272037377,Thu Sep 08 13:48:38 +0000 2011,370112160,False,Prezydent @warszawa. Mayor of Warsaw.,573,769319,705,800,Warszawa,Rafał Trzaskowski,trzaskowski_,10281,,,True,Tuesday,Thu 09 08 13:48:38 +0000 2011,".@warszawa zbiera podpisy , środę : 
 - Metrze Politechnika Wawrze K&amp;M Patriotów ( 16 . 30 - 18 ) 
 - kinie Silver Screen , ul . Puławska ( 17 - 18 ) 
 - K&amp;M os . Zielona Wesołej , K&amp;M St . Miłosnej Białołęce skrzyżowanie Ćmielowskiej Światowida ( 17 - 19 ) https://t.co/Wp9mKaMc2 T"
,Tue Jun 01 18:53:25 +0000 2021,wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27154290,w-centrum-warszawy-kobieta-dostala-w-twarz-za-to-ze-ma-ciemna.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",27,1399801273189384193,,,,pl,,False,,13,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","W centrum Warszawy kobieta dostała w twarz, bo miała ciemną skórę #wyborcza
https://t.co/M0rBQlaZoM",https://twitter.com/gazeta_wyborcza/status/1399801273189384193,Mon Jan 19 10:38:55 +0000 2009,19179390,False,Oficjalne konto Gazety Wyborczej. Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/v45sKvG0i5,15587,895927,595,1656,Warszawa + 32 miasta,Gazeta Wyborcza.pl,gazeta_wyborcza,236254,,http://www.wyborcza.pl,True,Tuesday,Mon 01 19 10:38:55 +0000 2009,"centrum Warszawy kobieta dostała twarz , miała ciemną skórę # wyborcza 
 https://t.co/M0rBQlaZoM"
,Tue Jun 01 20:15:12 +0000 2021,,,https://tvn24.pl/tvnwarszawa/srodmiescie/warszawa-prace-nad-projektem-ustawy-w-sprawie-odbudowy-palacu-saskiego-prezydent-duda-powolal-zespol-5110337,4,1399821857684180992,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Celem aktu prawnego ma być formalne rozpoczęcie prac przy odtworzeniu historycznej budowli.

https://t.co/5saNfmTbsc",https://twitter.com/tvnwarszawa/status/1399821857684180992,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Tuesday,Tue 05 12 19:02:00 +0000 2009,"Celem aktu prawnego formalne rozpoczęcie prac odtworzeniu historycznej budowli . 

 https://t.co/5saNfmTbsc"
,Tue Jun 01 20:03:31 +0000 2021,,,,2,1399818915161772032,Domin99465586,1.399813160782205e+18,1.0176142336290038e+18,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Domin99465586 @StZerko ""Pamięta wszak Warszawa chwile,
Gdy Legiony przez miasto szły
Krzyknęli nam: germanofile
Z oczy spłynęła gorzka zła.""
To fragment ""Pierwszej Brygady"".
Jesteśmy przyzwyczajeni do nieszczęść, jakie spadły na Polskę, czyli endeków i komunistów. Potrafimy sobie z nimi radzić.",https://twitter.com/krzysztofkrol/status/1399818915161772032,Tue Apr 21 10:25:51 +0000 2009,33867227,False,KPN_podziemie_więzienie_KrzyżPoloniaRestituta_Sejm91-97_Internet_tyg.Wprost_WirtualnaPolska_Prokom_Asseco_PIIT_doradca PBK_KOD_KomitetWałęsy_komputery od 36 lat,11525,8318,346,110,"Milanowek, Polska",Krzysztof Król,krzysztofkrol,15971,,,True,Tuesday,Tue 04 21 10:25:51 +0000 2009,"@Domin99465586 @StZerko "" Pamięta wszak Warszawa chwile , 
 Legiony miasto szły 
 Krzyknęli : germanofile 
 oczy spłynęła gorzka zła . "" 
 fragment "" Pierwszej Brygady "" . 
 Jesteśmy przyzwyczajeni nieszczęść , spadły Polskę , endeków komunistów . Potrafimy radzić ."
,Tue Jun 01 21:29:02 +0000 2021,,,,0,1399840438362771465,,,,pl,,,1.399786626612609e+18,175,1.3998396001689027e+18,PatrykJaki,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Czyli prezydenci opozycji: 
👉Poznań -cieszy się z okresu okupacji Polski  
👉Warszawa -wprost finansowany z niemieckich fundacji, po co lotnisko w Polsce jak jest w Berlinie 
👉Gdańsk -II wojna zaczęła się od „złego słowa Polaków” 
Analfabeci historyczni i lojalność zewnętrzna https://t.co/pJor6dt2Tn",https://twitter.com/Anna1Kwiecien/status/1399840438362771465,Thu Jun 12 20:19:27 +0000 2014,2564000304,False,Poseł Prawa i Sprawiedliwości - okręg nr 17🇵🇱,73157,17413,3734,119,Radom❤,Anna Kwiecień🇵🇱💯,Anna1Kwiecien,54367,,https://www.facebook.com/anna.kwiecien.182,True,Tuesday,Thu 06 12 20:19:27 +0000 2014,"prezydenci opozycji : 
 👉 Poznań -cieszy okresu okupacji Polski  
 👉 Warszawa -wprost finansowany niemieckich fundacji , lotnisko Polsce Berlinie 
 👉 Gdańsk -II wojna zaczęła „ złego słowa Polaków ” 
 Analfabeci historyczni lojalność zewnętrzna https://t.co/pJor6dt2Tn"
,Tue Jun 01 21:25:43 +0000 2021,,,https://twitter.com/DoRzeczy_pl/status/1399786626612609030,605,1399839600168902657,,,,pl,,False,1.399786626612609e+18,175,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Czyli prezydenci opozycji: 
👉Poznań -cieszy się z okresu okupacji Polski  
👉Warszawa -wprost finansowany z niemieckich fundacji, po co lotnisko w Polsce jak jest w Berlinie 
👉Gdańsk -II wojna zaczęła się od „złego słowa Polaków” 
Analfabeci historyczni i lojalność zewnętrzna https://t.co/pJor6dt2Tn",https://twitter.com/PatrykJaki/status/1399839600168902657,Sun Jan 03 21:23:38 +0000 2010,101576198,False,"dr nauk o bezpieczeństwie, wykładowca akademicki, europoseł, wiceminister sprawiedliwości, poseł VII i VIII kadencji, twórca Komisji Weryfik. i Muzeum Wyklętych",23684,302410,1064,428,"Warszawa - Opole, Polska",Patryk Jaki - MEP,PatrykJaki,7885,,https://www.facebook.com/PatrykJaki/,True,Tuesday,Sun 01 03 21:23:38 +0000 2010,"prezydenci opozycji : 
 👉 Poznań -cieszy okresu okupacji Polski  
 👉 Warszawa -wprost finansowany niemieckich fundacji , lotnisko Polsce Berlinie 
 👉 Gdańsk -II wojna zaczęła „ złego słowa Polaków ” 
 Analfabeci historyczni lojalność zewnętrzna https://t.co/pJor6dt2Tn"
